ipo_id,stock_code,name,listing_date,listing_chapter,NACS,Q_company,Q_ecosystem,R_lockup,decision,position_pct,regime_score,cluster_count,r5d,r30d,r60d,r180d,year
HK_2260_HK_2022,2260.HK,环龙控股,2022-01-11,main_board_profitable,0.11981950666666669,0.4,0.4,0.25112808333333336,SKIP,0.0,,0,0.0,-0.00813008130081302,-0.016260162601626,-0.10569105691056899,2022
HK_6680_HK_2022,6680.HK,金力永磁,2022-01-14,a_plus_h,0.2539465916731792,0.4773364758632813,0.6507869809034879,0.25683332892177746,RELATIONSHIP,0.0,,0,-0.0319148936170212,0.0531914893617021,-0.173758865248227,-0.191848540128737,2022
HK_2250_HK_2022,2250.HK,小黄鸭德盈,2022-01-17,main_board_profitable,0.0,0.4,0.0,0.2586333333333333,SKIP,0.0,,0,-0.121338912133891,-0.238493723849372,-0.230125523012552,-0.320157868186,2022
HK_2121_HK_2022,2121.HK,创新奇智,2022-01-27,main_board_profitable,0.2825210618896157,0.6822725246335162,0.5455948274708456,0.24103333194303606,RELATIONSHIP,0.0,,0,-0.11938775510204101,-0.587244897959184,-0.0326530612244898,-0.110204081632653,2022
HK_9878_HK_2022,9878.HK,汇通达网络,2022-02-18,main_board_profitable,0.3693424470050628,0.6774203749864472,0.7174498425717354,0.24005979330279237,TRIAL,0.4,,0,-0.0465631929046563,0.0266075388026607,0.006651884700665121,-0.237250554323725,2022
HK_1406_HK_2022,1406.HK,清晰医疗,2022-02-18,main_board_profitable,0.0,0.4,0.0,0.22951333333333335,SKIP,0.0,,0,-0.064935064935065,-0.18831168831168799,-0.220779220779221,-0.246753246753247,2022
HK_2157_HK_2022,2157.HK,乐普生物-B,2022-02-23,18a,0.1876680556955988,0.7066449061128762,0.35,0.24121091059146638,SKIP,0.0,,0,-0.00140056022408961,-0.0896358543417367,-0.0798319327731092,0.379551820728291,2022
HK_9866_HK_2022,9866.HK,蔚来-SW,2022-03-10,secondary,0.0,0.5338584534203542,0.0,0.24583333333333335,SKIP,0.0,,0,-0.0874764002517307,-0.14537444933920698,-0.0264317180616741,-0.45185651353052203,2022
HK_0816_HK_2022,0816.HK,金茂服务,2022-03-10,main_board_profitable,0.10097627576306716,0.4,0.4,0.36889827648083034,SKIP,0.0,,0,-0.14137931034482698,-0.0982758620689654,-0.175862068965517,-0.374137931034483,2022
HK_6639_HK_2022,6639.HK,瑞尔集团,2022-03-22,main_board_profitable,0.27009389048801175,0.618746057752644,0.6164980847711331,0.29193914702824525,RELATIONSHIP,0.0,,0,0.043478260869565195,-0.0579710144927537,-0.13768115942029,-0.365942028985507,2022
HK_6655_HK_2022,6655.HK,华新建材,2022-03-28,a_plus_h,0.0,0.5313169444328862,0.0,0.2967391618840217,SKIP,0.0,-0.0982208848062505,0,0.0130434782608695,0.0217391304347825,-0.12453663362590399,-0.28967367656109,2022
HK_0587_HK_2022,0587.HK,海螺环保,2022-03-30,main_board_profitable,0.0,0.45631694443288623,0.0,0.2967391618840217,SKIP,0.0,-0.0982208848062505,0,0.025588536335721602,-0.357215967246673,-0.44114636642784,-0.6980552712384851,2022
HK_9638_HK_2022,9638.HK,法拉帝,2022-03-31,main_board_profitable,0.21501869874169363,0.4729881143203488,0.6727294893195102,0.32425080628216185,SKIP,0.0,-0.0982208848062505,0,0.0,-0.0415754923413568,-0.122113848089762,-0.073587477883668,2022
HK_2370_HK_2022,2370.HK,力高健康生活,2022-03-31,main_board_profitable,0.0,0.4,0.0,0.296024876169736,SKIP,0.0,-0.0982208848062505,0,0.5926640926640929,0.714285714285715,1.12355212355212,-0.563706563706564,2022
HK_2179_HK_2022,2179.HK,瑞科生物-B,2022-03-31,18a,0.169320183024997,0.4,0.5981316962439572,0.2922955592879284,SKIP,0.0,-0.0982208848062505,0,0.0811881188118812,-0.029702970297029698,-0.09900990099009899,-0.0851485148514851,2022
HK_2390_HK_2022,2390.HK,知乎-W,2022-04-22,18a,0.0,0.6834005903928272,0.0,0.2966671292584348,SKIP,0.0,-0.0982758620689654,0,0.102040816326531,0.189795918367347,-0.0775510204081632,0.0693877551020408,2022
HK_2352_HK_2022,2352.HK,东原仁知服务,2022-04-29,main_board_profitable,0.0,0.5459659982760791,0.0,0.28615962283250407,SKIP,0.0,-0.0982758620689654,0,-0.04201680672268911,-0.0655462184873951,-0.176470588235294,-0.34621848739495803,2022
HK_2423_HK_2022,2423.HK,贝壳-W,2022-05-11,18a,0.0,0.5290610528655953,0.0,0.30812646845998465,SKIP,0.0,-0.0579710144927537,0,0.056910569105691096,0.596747967479675,0.294308943089431,0.6,2022
HK_2325_HK_2022,2325.HK,云康集团,2022-05-18,main_board_profitable,0.09886576512931473,0.4,0.35,0.2938159633620375,SKIP,0.0,-0.0579710144927537,0,0.0705882352941176,1.1176470588235299,1.20470588235294,0.862162567936823,2022
HK_2347_HK_2022,2347.HK,友和集团,2022-06-10,main_board_profitable,0.0,0.3925020698898218,0.0,0.38597091290442914,SKIP,0.0,-0.0579710144927537,0,-0.061904761904762,-0.238095238095238,-0.30952380952381,-0.585714285714286,2022
HK_6667_HK_2022,6667.HK,美因基因,2022-06-22,main_board_profitable,0.2306681145030327,0.5999598194914023,0.609485320810708,0.36918479977776864,SKIP,0.0,-0.049773253417055255,0,-0.011111111111111101,-0.021111111111111098,-0.261111111111111,-0.388888888888889,2022
HK_2246_HK_2022,2246.HK,快狗打车,2022-06-24,main_board_profitable,0.10364811009905475,0.4,0.35,0.2596563564353231,SKIP,0.0,-0.049773253417055255,0,-0.33014354066985596,-0.697368421052632,-0.641148325358852,-0.857655502392345,2022
HK_2167_HK_2022,2167.HK,天润云,2022-06-30,main_board_profitable,0.08712379688319392,0.4,0.35,0.37768716512004336,SKIP,0.0,-0.0415754923413568,0,0.02803738317757,-0.24532710280373798,-0.267133956386293,-0.20404984423676,2022
HK_2372_HK_2022,2372.HK,伟立控股,2022-06-30,main_board_profitable,0.0,0.4,0.0,0.2476976478786641,SKIP,0.0,-0.0415754923413568,0,0.0476190476190477,-0.19047619047619002,-0.341269841269841,-0.30952380952381,2022
HK_2391_HK_2022,2391.HK,涂鸦智能-W,2022-07-05,18a,0.0,0.4,0.0,0.2619405783007203,SKIP,0.0,-0.0415754923413568,0,-0.020725388601036402,-0.32331606217616604,-0.5953367875647669,-0.191709844559586,2022
HK_9955_HK_2022,9955.HK,智云健康,2022-07-06,main_board_profitable,0.3115862120953033,0.6573103978467231,0.6412387255988563,0.2607556959527027,SKIP,0.0,-0.0415754923413568,0,-0.024822695035461,-0.38156028368794304,-0.475177304964539,-0.704609929078014,2022
HK_2392_HK_2022,2392.HK,玄武云,2022-07-08,main_board_profitable,0.1353325270944613,0.6328541625614782,0.35,0.3890150590745778,SKIP,0.0,-0.03563923131919325,0,-0.0764331210191083,-0.0461783439490446,-0.159235668789809,-0.504777070063694,2022
HK_2376_HK_2022,2376.HK,鲁商服务,2022-07-08,main_board_profitable,0.0,0.4,0.0,0.24769539799115847,SKIP,0.0,-0.03563923131919325,0,-0.187358916478555,-0.34311512415349904,-0.45372460496614003,-0.521444695259594,2022
HK_2297_HK_2022,2297.HK,润迈德-B,2022-07-08,18a,0.0,0.4,0.0,0.2614744136760099,SKIP,0.0,-0.03563923131919325,0,-0.0321969696969697,-0.240530303030303,-0.498106060606061,-0.793560606060606,2022
HK_2361_HK_2022,2361.HK,中康科技控股,2022-07-12,main_board_profitable,0.11320613633941377,0.4,0.4,0.292461647878664,SKIP,0.0,-0.03563923131919325,0,0.119402985074627,-0.17910447761194,-0.347014925373134,-0.167910447761194,2022
HK_2385_HK_2022,2385.HK,读书郎,2022-07-12,main_board_profitable,0.14529610399509807,0.5178758841261064,0.4,0.29859591627693244,SKIP,0.0,-0.03563923131919325,0,0.023611111111111097,-0.04722222222222219,-0.048611111111111195,0.0666666666666666,2022
HK_9696_HK_2022,9696.HK,天齐锂业,2022-07-13,a_plus_h,0.40657583061078234,0.6301809188595388,0.7890746941512563,0.25669764635418985,SKIP,0.0,-0.03563923131919325,2,-0.038414634146341504,0.000609756097560941,-0.16280487804878,-0.31036585365853697,2022
HK_9896_HK_2022,9896.HK,名创优品,2022-07-13,main_board_profitable,0.0,0.5675226606192001,0.0,0.2607277747623927,SKIP,0.0,-0.03563923131919325,0,0.070254110612855,-0.155455904334828,-0.124869284478486,1.70215799880327,2022
HK_6686_HK_2022,6686.HK,诺亚控股,2022-07-13,main_board_profitable,0.0,0.6271276005479011,0.0,0.26054400868089544,SKIP,0.0,-0.03563923131919325,0,-0.017921146953405,-0.03584229390681,-0.222939068100358,-0.032258064516129,2022
HK_6661_HK_2022,6661.HK,湖州燃气,2022-07-13,main_board_profitable,0.12049867233941376,0.4,0.4,0.2468832978786641,SKIP,0.0,-0.03563923131919325,2,0.07142857142857151,-0.1375,-0.00714285714285715,-0.0178571428571428,2022
HK_2418_HK_2022,2418.HK,德银天下,2022-07-15,main_board_profitable,0.17814137570048585,0.4,0.5905984378248149,0.24592851804440996,SKIP,0.0,-0.03563923131919325,0,-0.088888888888889,-0.338888888888889,-0.427777777777778,-0.494444444444444,2022
HK_2172_HK_2022,2172.HK,微创脑科学,2022-07-15,main_board_profitable,0.152419969327298,0.5895192736338221,0.35,0.2612868719879659,SKIP,0.0,-0.03563923131919325,0,-0.00203252032520328,-0.00813008130081312,0.00813008130081298,-0.378048780487805,2022
HK_1204_HK_2022,1204.HK,博维智慧,2022-07-15,main_board_profitable,0.1019889959636537,0.4,0.35,0.2715071716881879,SKIP,0.0,-0.03563923131919325,0,0.0,-0.057377049180327905,-0.18032786885245902,0.09836065573770499,2022
HK_2237_HK_2022,2237.HK,中国石墨,2022-07-18,main_board_profitable,0.0,0.4,0.0,0.2476976478786641,SKIP,0.0,-0.03563923131919325,0,-0.354430379746835,0.7341772151898731,0.16455696202531597,0.848101265822785,2022
HK_9857_HK_2022,9857.HK,柠萌影视,2022-08-10,main_board_profitable,0.0877292734447192,0.4,0.35,0.3733623325377199,SKIP,0.0,-0.025407040704070398,0,0.0277777777777778,-0.05740740740740739,-0.08888888888888881,-0.525925925925926,2022
HK_2562_HK_2022,2562.HK,狮腾控股,2022-08-15,main_board_profitable,0.0,0.5931066286012123,0.0,0.2458222774122542,SKIP,0.0,-0.19047619047619002,0,-0.12,-0.26,-0.26,-0.053999999999999895,2022
HK_2321_HK_2022,2321.HK,双财庄,2022-08-19,main_board_profitable,0.1714702615252779,0.5654729961260125,0.4,0.24191666666666667,SKIP,0.0,-0.21428571428571402,0,0.151898734177215,0.417721518987342,1.25316455696203,-0.506329113924051,2022
HK_2152_HK_2022,2152.HK,苏新服务,2022-08-24,main_board_profitable,0.12058653350537636,0.4,0.4,0.24633416559139787,SKIP,0.0,-0.18479033404406503,0,0.0,-0.30151338766007,-0.275902211874272,-0.08149010477299189,2022
HK_1880_HK_2022,1880.HK,中国中免,2022-08-25,a_plus_h,0.18978730757033146,0.56937050946026,0.4,0.24243566752085705,SKIP,0.0,-0.1375,2,0.08227848101265821,0.193037974683544,0.10316455696202499,-0.104430379746835,2022
HK_2315_HK_2022,2315.HK,百奥赛图-B,2022-09-01,18a,0.391773996824041,0.6917114096502738,0.7449269363796835,0.3087990853123467,SKIP,0.0,-0.10152310924369756,0,-0.023076923076923102,0.028846153846153803,0.0,-0.10384615384615399,2022
HK_9886_HK_2022,9886.HK,叮当健康,2022-09-14,main_board_profitable,0.2040788401653276,0.557560085643605,0.5312354818268582,0.3109999920576107,SKIP,0.0,-0.146477952167414,0,0.00333333333333326,-0.00166666666666663,0.048333333333333305,-0.775,2022
HK_1698_HK_2022,1698.HK,腾讯音乐-SW,2022-09-21,secondary,0.0,0.5145507691853455,0.0,0.3125,SKIP,0.0,-0.155455904334828,0,-0.138309549945115,-0.226125137211855,0.602634467618002,0.805708013172338,2022
HK_2350_HK_2022,2350.HK,数科集团,2022-09-26,main_board_profitable,0.18152201769699333,0.4,0.6459858281031791,0.2975,SKIP,0.0,-0.146477952167414,0,-0.096774193548387,-0.241935483870968,-0.379032258064516,-0.46774193548387105,2022
HK_2602_HK_2022,2602.HK,万物云,2022-09-29,main_board_profitable,0.23202344129815883,0.4991431685381427,0.7464844572078462,0.3772898241568243,SKIP,0.0,-0.155455904334828,2,-0.0521739130434782,-0.153260869565217,0.06304347826086949,-0.411006415756572,2022
HK_9863_HK_2022,9863.HK,零跑汽车,2022-09-29,main_board_profitable,0.2649042316317327,0.6467044129301809,0.5899195698534924,0.30563108919115306,SKIP,0.0,-0.155455904334828,0,-0.22257053291536,-0.36050156739811895,-0.136363636363636,0.30721003134796304,2022
HK_3931_HK_2022,3931.HK,中创新航,2022-10-06,main_board_profitable,0.2880045617611307,0.5687500038192429,0.7270375350004934,0.30349999927890386,SKIP,0.0,-0.167280190973384,0,-0.0263157894736842,-0.392105263157895,-0.473684210526316,-0.48210526315789504,2022
HK_6660_HK_2022,6660.HK,艾美疫苗,2022-10-06,main_board_profitable,0.0,0.6115939557852764,0.0,0.31195131163188267,SKIP,0.0,-0.167280190973384,0,0.00600240096038424,0.518607442977191,0.41656662665066,1.68007202881152,2022
HK_1489_HK_2022,1489.HK,GC CONSTRUCTION,2022-10-10,main_board_profitable,0.09440898252895276,0.34695011954290517,0.4,0.31972222222222224,SKIP,0.0,-0.167280190973384,0,-0.0727272727272728,-0.0181818181818182,-0.0181818181818182,-0.09090909090909101,2022
HK_9877_HK_2022,9877.HK,健世科技-B,2022-10-10,18a,0.09641262483091614,0.4,0.35,0.3113383940648846,SKIP,0.0,-0.167280190973384,0,-0.0106194690265487,0.12212389380531001,0.415929203539823,0.168141592920354,2022
HK_2422_HK_2022,2422.HK,润歌互动,2022-10-17,main_board_profitable,0.09834999999999999,0.4,0.35,0.2975,SKIP,0.0,-0.155455904334828,0,0.511111111111111,1.17037037037037,0.777777777777778,-0.437037037037037,2022
